날짜,가격
2022-01-01,2513
2022-02-01,2467
2022-03-01,2540
2022-04-01,2484
2022-05-01,2565
2022-06-01,2620
2022-07-01,2840
2022-08-01,2418
2022-09-01,2397
2022-10-01,2310
2022-11-01,2249
2022-12-01,2310
2023-01-01,2393
2023-02-01,2608
2023-03-01,2661
