날짜,가격
2022-01-01,8770
2022-02-01,8354
2022-03-01,9308
2022-04-01,9100
2022-05-01,9032
2022-06-01,8731
2022-07-01,8561
2022-08-01,8636
2022-09-01,8121
2022-10-01,8072
2022-11-01,7565
2022-12-01,6921
2023-01-01,7070
2023-02-01,7228
2023-03-01,8061
