날짜,가격
2022-01-01,6502
2022-02-01,6479
2022-03-01,6384
2022-04-01,6351
2022-05-01,6404
2022-06-01,6413
2022-07-01,6402
2022-08-01,6127
2022-09-01,5982
2022-10-01,5994
2022-11-01,5936
2022-12-01,6195
2023-01-01,6351
2023-02-01,6211
2023-03-01,6279
