날짜,가격
2022-01-01,11980
2022-02-01,11980
2022-03-01,0
2022-04-01,11980
2022-05-01,11980
2022-06-01,0
2022-07-01,0
2022-08-01,15234
2022-09-01,16889
2022-10-01,15953
2022-11-01,16600
2022-12-01,17800
2023-01-01,17800
2023-02-01,17800
2023-03-01,18061
